refund_id,transaction_id,merchant_id,refund_amount,currency,refund_amount_cad,refund_type,refund_reason,created_at,status,same_day_refund
REF0000799,TXN00010790,M004,96.15,CAD,96.15,partial,other,2024-10-30 19:05:00,completed,False
REF0000800,TXN00016080,M009,14.19,CAD,14.19,full,duplicate,2024-03-19 14:17:00,completed,False
REF0000801,TXN00011516,M002,13.13,USD,17.86,partial,fraud,2024-06-09 20:56:00,failed,False
REF0000802,TXN00006206,M005,3.99,CAD,3.99,partial,fraud,2024-02-22 08:37:00,completed,True
REF0000803,TXN00037716,M003,32.4,USD,44.06,full,customer_request,2024-04-12 16:16:00,completed,False
REF0000804,TXN00040437,M005,26.84,USD,36.5,partial,fraud,2024-07-13 10:38:00,completed,False
REF0000805,TXN00018124,M010,21.56,CAD,21.56,partial,product_not_received,2024-05-08 03:46:00,completed,False
REF0000806,TXN00002876,M001,11.63,CAD,11.63,partial,customer_request,2024-04-21 20:04:00,completed,False
REF0000807,TXN00047903,M005,4.39,EUR,6.5,full,duplicate,2024-11-28 01:27:00,completed,False
REF0000808,TXN00048933,M003,68.43,CAD,68.43,partial,other,2024-02-03 11:12:00,completed,False
REF0000809,TXN00040909,M003,65.86,CAD,65.86,full,duplicate,2024-05-23 21:54:00,completed,True
REF0000810,TXN00012195,M005,7.46,CAD,7.46,full,other,2024-11-26 03:21:00,completed,False
REF0000811,TXN00043951,M005,137.94,CAD,137.94,full,other,2024-05-20 05:09:00,completed,False
REF0000812,TXN00026720,M009,230.08,CAD,230.08,full,duplicate,2024-05-26 19:20:00,completed,False
REF0000813,TXN00008865,M010,63.78,EUR,94.39,full,other,2024-01-22 22:13:00,completed,False
REF0000814,TXN00011234,M009,1024.03,USD,1392.68,full,other,2024-09-23 08:28:00,completed,False
REF0000815,TXN00040677,M004,62.21,CAD,62.21,full,customer_request,2024-10-16 09:30:00,completed,False
REF0000816,TXN00024573,M003,152.44,USD,207.32,full,duplicate,2024-05-30 08:50:00,completed,False
REF0000817,TXN00008949,M003,169.14,CAD,169.14,full,customer_request,2024-12-02 19:43:00,completed,False
REF0000818,TXN00045847,M006,178.79,CAD,178.79,full,other,2024-06-03 16:26:00,completed,False
REF0000819,TXN00004932,M002,4.51,CAD,4.51,partial,other,2024-04-22 03:59:00,completed,False
REF0000820,TXN00012963,M002,4.31,USD,5.86,partial,product_not_received,2024-04-09 17:12:00,completed,False
REF0000821,TXN00033726,M005,9.57,EUR,14.16,full,duplicate,2024-11-12 10:59:00,completed,False
REF0000822,TXN00027806,M001,6.01,CAD,6.01,partial,product_not_received,2024-02-11 22:58:00,completed,False
REF0000823,TXN00035494,M004,20.19,CAD,20.19,partial,fraud,2024-10-18 12:56:00,completed,True
REF0000824,TXN00002546,M006,147.27,CAD,147.27,full,customer_request,2025-01-08 16:17:00,completed,False
REF0000825,TXN00016046,M004,16.65,CAD,16.65,partial,duplicate,2024-11-05 23:46:00,completed,False
REF0000826,TXN00013771,M001,182.15,CAD,182.15,partial,fraud,2024-07-07 09:31:00,completed,False
REF0000827,TXN00040812,M010,27.71,CAD,27.71,full,customer_request,2024-05-28 08:48:00,failed,False
REF0000828,TXN00021161,M002,5.72,USD,7.78,partial,product_not_received,2024-05-25 22:33:00,completed,False
REF0000829,TXN00032290,M009,242.14,CAD,242.14,full,fraud,2024-08-28 17:58:00,completed,False
REF0000830,TXN00048562,M003,31.75,EUR,46.99,partial,other,2024-02-10 13:05:00,completed,False
REF0000831,TXN00010756,M005,18.35,USD,24.96,full,duplicate,2024-04-30 17:49:00,completed,False
REF0000832,TXN00008994,M008,3.74,CAD,3.74,partial,duplicate,2025-01-19 22:57:00,completed,False
REF0000833,TXN00032640,M009,28.03,USD,38.12,partial,other,2024-09-21 08:49:00,completed,False
REF0000834,TXN00006510,M009,55.71,CAD,55.71,full,duplicate,2024-06-08 21:26:00,completed,False
REF0000835,TXN00037740,M006,68.65,CAD,68.65,full,customer_request,2024-03-05 20:53:00,completed,False
REF0000836,TXN00026755,M006,8.94,CAD,8.94,partial,customer_request,2024-05-30 11:08:00,failed,False
REF0000837,TXN00027224,M008,29.55,USD,40.19,partial,customer_request,2024-10-29 23:24:00,completed,False
REF0000838,TXN00014436,M009,56.02,CAD,56.02,partial,other,2024-05-18 17:12:00,completed,False
REF0000839,TXN00012228,M002,302.87,CAD,302.87,full,fraud,2024-01-13 03:02:00,completed,True
REF0000840,TXN00005058,M004,850.06,CAD,850.06,partial,duplicate,2024-06-03 10:02:00,completed,False
REF0000841,TXN00049758,M004,369.97,USD,503.16,full,product_not_received,2024-09-28 00:37:00,completed,False
REF0000842,TXN00007492,M005,46.45,USD,63.17,full,fraud,2024-10-26 09:46:00,completed,False
REF0000843,TXN00000723,M002,82.3,USD,111.93,partial,customer_request,2024-08-10 16:06:00,completed,False
REF0000844,TXN00010305,M010,15.74,USD,21.41,partial,duplicate,2024-05-12 14:54:00,completed,False
REF0000845,TXN00006092,M001,13.93,USD,18.94,partial,customer_request,2024-06-30 20:27:00,completed,False
REF0000846,TXN00014962,M006,19.26,CAD,19.26,full,fraud,2024-06-28 03:32:00,completed,True
REF0000847,TXN00021516,M001,168.88,USD,229.68,full,customer_request,2024-10-21 02:25:00,completed,False
REF0000848,TXN00026117,M009,14.66,USD,19.94,partial,product_not_received,2024-09-30 22:36:00,completed,False
REF0000849,TXN00033356,M001,189.78,USD,258.1,full,other,2024-08-30 12:08:00,completed,False
REF0000850,TXN00037257,M004,26.19,CAD,26.19,full,customer_request,2024-09-11 15:23:00,completed,False
REF0000851,TXN00039399,M002,75.45,CAD,75.45,full,fraud,2024-10-06 22:05:00,completed,False
REF0000852,TXN00013382,M002,69.55,CAD,69.55,full,fraud,2024-09-27 15:23:00,completed,False
REF0000853,TXN00032842,M008,2.82,USD,3.84,full,product_not_received,2024-02-05 15:26:00,completed,True
REF0000854,TXN00024308,M003,32.92,USD,44.77,full,other,2024-05-23 06:32:00,completed,True
REF0000855,TXN00037109,M004,69.34,USD,94.3,full,duplicate,2024-07-09 07:24:00,pending,False
REF0000856,TXN00040148,M001,188.27,USD,256.05,partial,product_not_received,2024-04-28 11:05:00,completed,False
REF0000857,TXN00007038,M010,5.53,CAD,5.53,full,fraud,2024-10-13 12:22:00,completed,False
REF0000858,TXN00006045,M004,108.16,CAD,108.16,partial,customer_request,2024-01-29 08:22:00,completed,False
REF0000859,TXN00008045,M009,28.45,USD,38.69,full,other,2024-11-22 12:40:00,completed,False
REF0000860,TXN00048148,M010,13.93,USD,18.94,full,fraud,2024-11-28 00:19:00,completed,False
REF0000861,TXN00025615,M002,99.08,EUR,146.64,partial,product_not_received,2024-08-08 11:15:00,completed,False
REF0000862,TXN00039784,M008,11.61,USD,15.79,partial,product_not_received,2024-11-15 14:21:00,completed,False
REF0000863,TXN00003587,M004,632.9,CAD,632.9,full,fraud,2024-03-15 23:20:00,completed,False
REF0000864,TXN00025793,M004,47.16,CAD,47.16,full,duplicate,2024-12-25 00:42:00,completed,True
REF0000865,TXN00039330,M005,91.9,EUR,136.01,full,duplicate,2024-02-28 01:00:00,completed,False
REF0000866,TXN00049615,M002,172.94,USD,235.2,partial,other,2024-09-17 06:43:00,completed,True
REF0000867,TXN00045441,M010,71.9,USD,97.78,partial,customer_request,2024-06-24 05:47:00,completed,False
REF0000868,TXN00018563,M010,2427.5,CAD,2427.5,full,customer_request,2024-07-31 02:43:00,completed,False
REF0000869,TXN00010612,M001,359.45,CAD,359.45,full,product_not_received,2024-09-27 16:30:00,completed,False
REF0000870,TXN00002528,M003,373.44,CAD,373.44,full,customer_request,2024-05-19 23:14:00,completed,False
REF0000871,TXN00019318,M006,3.93,EUR,5.82,partial,other,2024-10-07 04:34:00,pending,False
REF0000872,TXN00047919,M004,12.28,CAD,12.28,partial,product_not_received,2024-11-04 07:15:00,completed,False
REF0000873,TXN00043526,M008,607.89,EUR,899.68,full,product_not_received,2024-08-23 00:02:00,completed,False
REF0000874,TXN00010738,M004,138.15,CAD,138.15,full,other,2024-06-22 14:12:00,completed,False
REF0000875,TXN00013542,M002,30.09,CAD,30.09,full,customer_request,2024-12-22 06:20:00,completed,False
REF0000876,TXN00048541,M005,13.21,USD,17.97,full,fraud,2024-04-05 21:59:00,completed,False
REF0000877,TXN00032711,M002,11.82,EUR,17.49,full,duplicate,2024-04-28 19:46:00,completed,False
REF0000878,TXN00033258,M001,66.99,CAD,66.99,full,customer_request,2024-05-05 00:13:00,completed,False
REF0000879,TXN00012845,M006,5.28,CAD,5.28,partial,other,2024-11-15 14:33:00,completed,False
REF0000880,TXN00013907,M008,169.57,EUR,250.96,full,customer_request,2024-03-15 20:46:00,completed,False
REF0000881,TXN00047300,M006,103.3,EUR,152.88,partial,duplicate,2024-12-22 12:57:00,completed,False
REF0000882,TXN00040591,M005,57.95,CAD,57.95,partial,duplicate,2024-11-05 02:41:00,completed,False
REF0000883,TXN00007945,M005,53.74,USD,73.09,partial,product_not_received,2024-06-12 01:24:00,completed,False
REF0000884,TXN00024056,M002,46.3,USD,62.97,full,other,2024-09-22 14:07:00,completed,False
REF0000885,TXN00038480,M009,10.75,EUR,15.91,full,other,2024-12-23 15:28:00,completed,False
REF0000886,TXN00048529,M004,15.64,CAD,15.64,full,other,2024-09-10 00:41:00,completed,False
REF0000887,TXN00009912,M005,19.83,CAD,19.83,partial,fraud,2024-11-29 10:12:00,completed,False
REF0000888,TXN00026466,M008,28.67,CAD,28.67,partial,product_not_received,2024-06-16 23:52:00,completed,False
REF0000889,TXN00013498,M001,17.18,CAD,17.18,full,customer_request,2024-04-10 08:27:00,completed,False
REF0000890,TXN00049031,M004,79.21,USD,107.73,partial,customer_request,2024-03-05 20:57:00,completed,False
REF0000891,TXN00022987,M006,48.68,USD,66.2,full,fraud,2024-04-09 12:31:00,pending,True
REF0000892,TXN00023867,M010,2.52,CAD,2.52,partial,product_not_received,2024-09-03 03:45:00,completed,False
REF0000893,TXN00020737,M005,37.59,CAD,37.59,full,product_not_received,2024-10-06 15:51:00,completed,False
REF0000894,TXN00006316,M009,460.14,CAD,460.14,full,customer_request,2024-09-03 03:09:00,completed,False
REF0000895,TXN00037533,M009,8.7,USD,11.83,partial,fraud,2024-04-29 11:11:00,completed,False
REF0000896,TXN00036590,M006,21.65,EUR,32.04,full,fraud,2024-04-16 20:43:00,completed,False
REF0000897,TXN00048297,M001,16.85,EUR,24.94,full,customer_request,2024-02-19 16:26:00,completed,False
REF0000898,TXN00011891,M001,2.35,USD,3.2,partial,product_not_received,2024-03-14 02:41:00,completed,False
REF0000899,TXN00027508,M002,22.89,CAD,22.89,full,other,2025-01-10 21:29:00,completed,False
REF0000900,TXN00046922,M003,20.97,CAD,20.97,full,customer_request,2024-05-16 02:14:00,completed,False
REF0000901,TXN00022707,M003,74.55,EUR,110.33,full,duplicate,2024-04-22 20:23:00,completed,False
REF0000902,TXN00027645,M003,82.55,CAD,82.55,full,customer_request,2024-10-29 15:52:00,completed,False
REF0000903,TXN00014817,M004,208.73,CAD,208.73,full,customer_request,2024-07-14 02:03:00,completed,False
REF0000904,TXN00042822,M008,242.58,CAD,242.58,full,other,2024-09-15 19:15:00,completed,False
REF0000905,TXN00043467,M006,22.58,CAD,22.58,full,customer_request,2024-08-29 22:14:00,completed,False
REF0000906,TXN00000083,M005,44.35,USD,60.32,full,fraud,2024-04-24 12:54:00,completed,False
REF0000907,TXN00029534,M008,206.26,CAD,206.26,full,fraud,2024-10-18 02:46:00,completed,False
REF0000908,TXN00043405,M003,60.68,USD,82.52,partial,fraud,2025-02-02 21:57:00,completed,False
REF0000909,TXN00023541,M006,77.31,CAD,77.31,full,fraud,2024-09-01 01:50:00,failed,False
REF0000910,TXN00001862,M009,216.32,CAD,216.32,full,customer_request,2024-03-04 14:10:00,completed,False
REF0000911,TXN00014325,M002,10.06,USD,13.68,full,product_not_received,2024-09-25 01:35:00,completed,False
REF0000912,TXN00004431,M010,298.7,CAD,298.7,full,duplicate,2024-12-16 16:31:00,completed,False
REF0000913,TXN00011783,M004,99.56,CAD,99.56,full,fraud,2024-07-02 08:23:00,completed,False
REF0000914,TXN00032111,M006,524.97,EUR,776.96,partial,other,2024-10-24 11:58:00,completed,True
REF0000915,TXN00004718,M005,25.06,CAD,25.06,partial,customer_request,2024-07-01 11:19:00,completed,False
REF0000916,TXN00000310,M003,10.38,CAD,10.38,full,product_not_received,2024-05-05 18:48:00,completed,False
REF0000917,TXN00042568,M001,72.79,CAD,72.79,full,product_not_received,2024-06-20 10:07:00,completed,False
REF0000918,TXN00029597,M009,65.9,CAD,65.9,full,product_not_received,2024-03-03 11:29:00,completed,False
REF0000919,TXN00043842,M005,37.37,USD,50.82,partial,duplicate,2024-04-17 07:30:00,completed,False
REF0000920,TXN00047378,M003,170.98,EUR,253.05,full,fraud,2024-03-23 05:03:00,completed,False
REF0000921,TXN00002133,M004,33.1,EUR,48.99,partial,duplicate,2024-06-20 14:18:00,completed,False
REF0000922,TXN00002856,M008,193.92,EUR,287.0,partial,other,2024-03-21 16:21:00,completed,False
REF0000923,TXN00033185,M005,68.61,USD,93.31,partial,duplicate,2024-12-28 13:01:00,completed,False
REF0000924,TXN00044519,M010,4.95,EUR,7.33,full,customer_request,2024-11-01 14:15:00,completed,False
REF0000925,TXN00025934,M006,1121.37,USD,1525.06,full,fraud,2024-03-13 13:59:00,completed,False
REF0000926,TXN00010033,M009,5.02,CAD,5.02,partial,customer_request,2024-06-27 09:02:00,completed,False
REF0000927,TXN00011817,M009,127.28,CAD,127.28,partial,duplicate,2024-09-21 11:51:00,completed,False
REF0000928,TXN00009956,M001,4.21,USD,5.73,partial,customer_request,2024-05-09 00:20:00,completed,False
REF0000929,TXN00027350,M004,48.58,USD,66.07,partial,other,2024-05-04 22:01:00,completed,False
REF0000930,TXN00047115,M008,6.84,USD,9.3,partial,fraud,2024-12-26 15:08:00,completed,True
REF0000931,TXN00022849,M005,69.62,USD,94.68,partial,fraud,2024-04-03 18:05:00,completed,False
REF0000932,TXN00049111,M008,3.7,CAD,3.7,full,duplicate,2024-09-20 05:32:00,completed,False
REF0000933,TXN00001078,M004,48.38,CAD,48.38,full,customer_request,2025-01-14 22:16:00,completed,False
REF0000934,TXN00039381,M005,19.45,CAD,19.45,full,other,2024-01-23 01:33:00,completed,False
REF0000935,TXN00020719,M005,27.2,CAD,27.2,full,other,2024-10-02 20:48:00,completed,False
REF0000936,TXN00016051,M003,50.54,CAD,50.54,full,product_not_received,2024-12-18 17:51:00,completed,False
REF0000937,TXN00029994,M009,13.63,USD,18.54,partial,customer_request,2024-07-15 16:13:00,completed,False
REF0000938,TXN00002702,M005,142.68,CAD,142.68,full,customer_request,2024-01-09 22:26:00,completed,False
REF0000939,TXN00047070,M010,320.62,USD,436.04,full,duplicate,2024-05-17 18:05:00,completed,False
REF0000940,TXN00045367,M003,173.36,USD,235.77,full,customer_request,2024-06-24 02:45:00,completed,False
REF0000941,TXN00017613,M004,65.26,EUR,96.58,full,fraud,2024-08-03 23:51:00,completed,False
REF0000942,TXN00045234,M004,112.32,USD,152.76,full,duplicate,2024-11-26 11:29:00,completed,False
REF0000943,TXN00016129,M003,54.67,EUR,80.91,full,fraud,2024-12-16 08:45:00,completed,False
REF0000944,TXN00025223,M008,47.78,CAD,47.78,full,other,2024-08-29 02:03:00,completed,False
REF0000945,TXN00044323,M010,17.08,CAD,17.08,full,customer_request,2024-08-15 20:20:00,completed,False
REF0000946,TXN00030020,M001,17.95,CAD,17.95,partial,product_not_received,2024-10-12 09:43:00,completed,False
REF0000947,TXN00044326,M002,6.01,CAD,6.01,partial,customer_request,2024-08-20 15:52:00,completed,True
REF0000948,TXN00008376,M008,12.43,CAD,12.43,partial,customer_request,2024-08-15 20:28:00,completed,False
REF0000949,TXN00002045,M006,9.53,EUR,14.1,partial,duplicate,2024-07-03 20:48:00,completed,False
REF0000950,TXN00013478,M001,4.5,CAD,4.5,partial,fraud,2025-01-06 03:49:00,completed,False
REF0000951,TXN00016310,M003,55.49,CAD,55.49,full,product_not_received,2024-03-23 03:53:00,completed,False
REF0000952,TXN00000675,M010,19.01,CAD,19.01,partial,other,2024-12-15 22:36:00,completed,True
REF0000953,TXN00020703,M008,15.43,CAD,15.43,full,other,2024-02-08 05:22:00,completed,True
REF0000954,TXN00021082,M008,9.09,CAD,9.09,partial,customer_request,2024-07-01 02:13:00,completed,False
REF0000955,TXN00039431,M009,4.59,CAD,4.59,partial,customer_request,2024-02-20 08:15:00,completed,False
REF0000956,TXN00023483,M005,8.95,CAD,8.95,partial,fraud,2024-02-04 17:43:00,completed,False
REF0000957,TXN00022743,M002,14.25,USD,19.38,full,duplicate,2024-09-17 18:27:00,completed,False
REF0000958,TXN00032388,M003,21.88,CAD,21.88,partial,product_not_received,2024-06-26 05:29:00,completed,True
REF0000959,TXN00045497,M009,45.89,CAD,45.89,partial,product_not_received,2024-08-03 22:17:00,completed,False
REF0000960,TXN00005640,M008,151.35,USD,205.84,full,duplicate,2024-09-12 19:51:00,completed,True
REF0000961,TXN00048556,M004,118.11,CAD,118.11,full,other,2024-11-29 08:52:00,completed,False
REF0000962,TXN00015690,M002,19.58,CAD,19.58,partial,fraud,2024-06-24 12:59:00,completed,False
REF0000963,TXN00003323,M001,9.97,USD,13.56,partial,duplicate,2024-08-10 14:25:00,completed,False
REF0000964,TXN00000410,M006,5.59,CAD,5.59,partial,product_not_received,2024-02-23 09:17:00,completed,False
REF0000965,TXN00021116,M008,20.71,USD,28.17,full,product_not_received,2024-04-22 02:43:00,completed,True
REF0000966,TXN00030140,M005,71.58,CAD,71.58,full,customer_request,2024-03-18 04:13:00,completed,False
REF0000967,TXN00000397,M006,142.34,USD,193.58,partial,fraud,2024-03-03 13:55:00,completed,True
REF0000968,TXN00020541,M001,25.71,USD,34.97,full,customer_request,2025-01-06 05:10:00,completed,False
REF0000969,TXN00037621,M006,27.57,USD,37.5,full,duplicate,2024-01-24 06:39:00,completed,False
REF0000970,TXN00014135,M001,17.92,USD,24.37,full,other,2024-07-27 14:38:00,pending,False
REF0000971,TXN00009911,M008,61.91,USD,84.2,full,other,2024-05-13 12:28:00,completed,False
REF0000972,TXN00029099,M009,13.01,USD,17.69,partial,customer_request,2024-10-27 23:31:00,completed,False
REF0000973,TXN00004280,M003,135.56,EUR,200.63,full,fraud,2025-01-15 12:27:00,completed,False
REF0000974,TXN00002514,M004,90.47,CAD,90.47,full,customer_request,2024-01-02 11:19:00,completed,True
REF0000975,TXN00017925,M005,71.25,CAD,71.25,full,customer_request,2024-07-27 03:01:00,failed,False
REF0000976,TXN00032978,M010,50.61,CAD,50.61,full,fraud,2024-02-25 12:07:00,completed,False
REF0000977,TXN00002782,M003,92.16,CAD,92.16,full,other,2024-04-27 06:21:00,completed,False
REF0000978,TXN00036684,M005,134.75,CAD,134.75,full,other,2024-09-13 02:37:00,completed,True
REF0000979,TXN00007747,M005,22.5,USD,30.6,partial,product_not_received,2024-08-15 17:53:00,completed,False
REF0000980,TXN00039423,M006,41.4,CAD,41.4,partial,customer_request,2024-07-19 19:16:00,completed,False
REF0000981,TXN00025565,M003,14.48,CAD,14.48,partial,fraud,2024-02-11 19:38:00,completed,False
REF0000982,TXN00019680,M002,15.9,EUR,23.53,partial,fraud,2024-04-22 12:45:00,pending,False
REF0000983,TXN00015983,M008,15.94,USD,21.68,full,product_not_received,2024-04-20 23:00:00,completed,True
REF0000984,TXN00020501,M006,83.93,CAD,83.93,full,fraud,2024-10-16 16:24:00,completed,False
REF0000985,TXN00032363,M002,99.86,CAD,99.86,full,product_not_received,2024-07-02 16:43:00,completed,False
REF0000986,TXN00008464,M002,13.55,CAD,13.55,partial,product_not_received,2024-08-06 23:46:00,pending,True
REF0000987,TXN00046358,M002,45.15,CAD,45.15,full,product_not_received,2024-09-12 11:43:00,completed,True
REF0000988,TXN00017363,M002,11.4,USD,15.5,partial,fraud,2024-04-23 00:26:00,completed,False
REF0000989,TXN00038160,M003,10.24,CAD,10.24,partial,customer_request,2024-05-31 21:32:00,pending,False
REF0000990,TXN00045582,M004,99.54,CAD,99.54,full,customer_request,2024-01-04 04:20:00,completed,True
REF0000991,TXN00035442,M003,65.98,USD,89.73,partial,other,2024-11-25 05:49:00,completed,False
REF0000992,TXN00048342,M008,37.17,CAD,37.17,full,other,2024-07-02 07:13:00,completed,False
REF0000993,TXN00036759,M009,69.37,USD,94.34,partial,customer_request,2024-10-24 18:46:00,completed,False
REF0000994,TXN00002829,M001,33.1,USD,45.02,full,customer_request,2024-12-01 00:35:00,completed,False
REF0000995,TXN00016487,M002,54.0,CAD,54.0,full,customer_request,2024-08-14 15:29:00,completed,False
REF0000996,TXN00048862,M010,78.07,EUR,115.54,full,product_not_received,2024-07-30 20:38:00,completed,False
REF0000997,TXN00017470,M008,15.79,CAD,15.79,partial,fraud,2024-01-24 12:54:00,completed,True
REF0000998,TXN00023138,M002,7.15,EUR,10.58,partial,customer_request,2024-06-05 21:41:00,completed,False
REF0000999,TXN00048218,M006,10.25,CAD,10.25,partial,customer_request,2025-01-15 01:28:00,completed,False
REF0001000,TXN00016159,M009,118.81,EUR,175.84,full,other,2024-10-04 18:40:00,completed,False
REF0001001,TXN00036190,M001,118.83,CAD,118.83,full,other,2024-12-20 16:53:00,pending,True
REF0001002,TXN00007395,M008,28.6,CAD,28.6,partial,customer_request,2024-05-25 16:58:00,completed,False
REF0001003,TXN00046872,M009,50.98,EUR,75.45,full,other,2024-08-01 08:20:00,completed,False
REF0001004,TXN00037527,M002,10.12,CAD,10.12,partial,product_not_received,2024-06-12 08:42:00,completed,False
REF0001005,TXN00010900,M001,5.65,USD,7.68,partial,customer_request,2025-01-10 20:35:00,completed,False
REF0001006,TXN00042020,M010,5.78,USD,7.86,full,other,2024-01-21 11:09:00,completed,False
REF0001007,TXN00048728,M005,234.73,USD,319.23,partial,product_not_received,2024-12-21 16:05:00,completed,True
REF0001008,TXN00030305,M001,106.74,CAD,106.74,partial,customer_request,2024-12-02 10:04:00,completed,False
REF0001009,TXN00005450,M006,81.16,USD,110.38,partial,other,2024-11-12 02:14:00,completed,False
REF0001010,TXN00042571,M003,171.39,USD,233.09,full,product_not_received,2024-02-25 16:07:00,completed,False
REF0001011,TXN00048407,M009,88.47,EUR,130.94,full,customer_request,2024-02-01 10:45:00,completed,False
REF0001012,TXN00040499,M010,27.33,USD,37.17,full,duplicate,2024-03-26 02:58:00,completed,False
REF0001013,TXN00020292,M005,95.21,USD,129.49,partial,other,2024-02-29 15:08:00,pending,False
REF0001014,TXN00041690,M001,148.98,CAD,148.98,full,product_not_received,2024-10-02 21:24:00,completed,False
REF0001015,TXN00003928,M004,104.3,CAD,104.3,partial,product_not_received,2024-03-28 05:13:00,completed,True
REF0001016,TXN00039329,M001,12.56,CAD,12.56,full,fraud,2024-07-08 22:56:00,completed,False
REF0001017,TXN00020331,M010,113.96,USD,154.99,full,duplicate,2024-06-11 20:52:00,completed,False
REF0001018,TXN00036096,M002,295.98,CAD,295.98,full,product_not_received,2024-07-29 19:29:00,completed,True
REF0001019,TXN00014007,M003,31.08,CAD,31.08,full,customer_request,2024-06-24 16:49:00,completed,True
REF0001020,TXN00041916,M004,13.28,CAD,13.28,full,product_not_received,2024-10-12 14:52:00,completed,True
REF0001021,TXN00035734,M010,48.85,CAD,48.85,partial,duplicate,2024-09-06 04:57:00,completed,False
REF0001022,TXN00040783,M002,33.9,EUR,50.17,full,customer_request,2024-07-11 19:23:00,completed,True
REF0001023,TXN00046947,M001,16.21,USD,22.05,partial,fraud,2024-08-10 23:09:00,completed,False
REF0001024,TXN00033842,M005,25.03,CAD,25.03,full,duplicate,2024-04-11 09:08:00,completed,False
REF0001025,TXN00025552,M001,106.34,CAD,106.34,full,product_not_received,2024-04-13 11:12:00,completed,False
REF0001026,TXN00046096,M008,206.1,USD,280.3,full,product_not_received,2024-05-03 11:19:00,completed,True
REF0001027,TXN00001309,M010,8.25,USD,11.22,partial,other,2024-05-26 15:01:00,completed,False
REF0001028,TXN00014980,M009,28.32,CAD,28.32,full,other,2024-09-25 14:49:00,completed,False
REF0001029,TXN00033879,M003,166.42,USD,226.33,full,fraud,2024-06-09 12:39:00,completed,False
REF0001030,TXN00027642,M002,31.39,USD,42.69,full,other,2024-10-21 11:30:00,completed,False
REF0001031,TXN00026777,M005,21.08,EUR,31.2,partial,product_not_received,2024-06-10 16:03:00,completed,False
REF0001032,TXN00014286,M001,114.95,EUR,170.13,full,duplicate,2024-09-05 03:07:00,completed,True
REF0001033,TXN00004555,M003,398.69,CAD,398.69,full,duplicate,2024-09-10 10:00:00,completed,False
REF0001034,TXN00029202,M006,7.28,CAD,7.28,partial,fraud,2024-12-17 01:02:00,completed,False
REF0001035,TXN00046825,M004,3.83,EUR,5.67,full,other,2024-05-08 14:00:00,completed,False
REF0001036,TXN00022991,M009,5.41,CAD,5.41,full,other,2024-12-05 00:22:00,completed,False
REF0001037,TXN00029749,M009,29.72,CAD,29.72,full,duplicate,2024-01-08 01:40:00,completed,False
REF0001038,TXN00015320,M001,12.28,CAD,12.28,full,fraud,2024-02-17 06:55:00,completed,False
REF0001039,TXN00044470,M010,49.59,CAD,49.59,full,other,2024-06-15 05:45:00,failed,False
REF0001040,TXN00028378,M004,19.63,CAD,19.63,full,product_not_received,2024-08-29 04:34:00,completed,False
REF0001041,TXN00017881,M002,32.25,CAD,32.25,full,other,2024-10-30 20:50:00,completed,False
REF0001042,TXN00031337,M006,21.34,EUR,31.58,full,customer_request,2024-04-23 18:38:00,failed,False
REF0001043,TXN00009019,M005,44.29,CAD,44.29,full,customer_request,2024-10-02 16:46:00,completed,False
REF0001044,TXN00037508,M009,75.08,CAD,75.08,full,product_not_received,2024-06-04 16:54:00,completed,False
REF0001045,TXN00001094,M009,12.2,CAD,12.2,full,other,2024-11-01 05:10:00,completed,False
REF0001046,TXN00031360,M002,81.83,USD,111.29,full,duplicate,2024-01-31 13:25:00,completed,False
REF0001047,TXN00024491,M009,5.58,CAD,5.58,partial,product_not_received,2024-01-05 05:57:00,completed,False
REF0001048,TXN00014076,M008,12.62,CAD,12.62,partial,product_not_received,2024-10-03 06:18:00,completed,False
REF0001049,TXN00035828,M006,97.82,EUR,144.77,full,other,2024-11-13 08:08:00,completed,False
REF0001050,TXN00044801,M006,34.67,USD,47.15,partial,other,2024-04-19 09:05:00,completed,False
REF0001051,TXN00021372,M005,25.57,EUR,37.84,full,duplicate,2024-05-01 09:31:00,completed,False
REF0001052,TXN00035156,M001,75.76,CAD,75.76,full,duplicate,2024-08-11 14:05:00,completed,False
REF0001053,TXN00041091,M003,122.24,USD,166.25,partial,customer_request,2024-10-20 05:37:00,completed,True
REF0001054,TXN00015259,M002,4.76,CAD,4.76,full,product_not_received,2024-07-02 16:36:00,completed,True
REF0001055,TXN00040186,M002,182.35,CAD,182.35,full,product_not_received,2024-05-29 21:37:00,completed,False
REF0001056,TXN00019168,M009,161.37,EUR,238.83,full,duplicate,2024-03-06 08:44:00,completed,True
REF0001057,TXN00011844,M008,6.36,USD,8.65,partial,duplicate,2024-04-03 16:57:00,completed,True
REF0001058,TXN00042201,M009,77.18,USD,104.96,full,customer_request,2024-08-11 06:43:00,completed,False
REF0001059,TXN00042036,M003,5.94,CAD,5.94,partial,product_not_received,2024-04-03 05:58:00,completed,False
REF0001060,TXN00024301,M004,12.47,CAD,12.47,partial,other,2024-03-21 11:58:00,completed,False
REF0001061,TXN00049323,M005,29.96,CAD,29.96,full,product_not_received,2024-05-12 17:02:00,completed,False
REF0001062,TXN00039782,M003,52.96,CAD,52.96,full,other,2024-12-09 21:39:00,completed,False
REF0001063,TXN00002002,M004,141.78,EUR,209.83,full,customer_request,2024-12-04 17:45:00,completed,False
